"","Region","Year","Statistic","value"
"4352","Dublin plus Mid East","1998","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",10.11
"4353","Border, Midland and Western","1998","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",21.71
"4354","Border","1998","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",11.18
"4355","Midland","1998","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",5.34
"4356","West","1998","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",5.2
"4357","Southern and Eastern","1998","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",42.29
"4358","Mid-West","1998","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",4.98
"4359","South-East","1998","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",13.3
"4360","South-West","1998","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",13.9
"4361","State","1999","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",79
"4362","Dublin plus Mid East","1999","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",12.8
"4363","Border, Midland and Western","1999","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",25.79
"4364","Border","1999","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",13.4
"4365","Midland","1999","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",5.63
"4366","West","1999","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",6.75
"4367","Southern and Eastern","1999","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",53.21
"4368","Mid-West","1999","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",5.92
"4369","South-East","1999","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",15.63
"4370","South-West","1999","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",18.86
"4371","State","2000","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",64
"4372","Dublin plus Mid East","2000","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",11.62
"4373","Border, Midland and Western","2000","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",20.28
"4374","Border","2000","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",9.99
"4375","Midland","2000","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",5.33
"4376","West","2000","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",4.96
"4377","Southern and Eastern","2000","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",43.72
"4378","Mid-West","2000","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",5.08
"4379","South-East","2000","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",10.6
"4380","South-West","2000","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",16.42
"4381","State","2001","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",65
"4382","Dublin plus Mid East","2001","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",11.37
"4383","Border, Midland and Western","2001","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",22.79
"4384","Border","2001","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",12.37
"4385","Midland","2001","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",5.71
"4386","West","2001","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",4.71
"4387","Southern and Eastern","2001","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",42.21
"4388","Mid-West","2001","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",4.6
"4389","South-East","2001","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",11.68
"4390","South-West","2001","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",14.55
"4391","State","2002","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",61
"4392","Dublin plus Mid East","2002","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",10.5
"4393","Border, Midland and Western","2002","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",21.32
"4394","Border","2002","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",11.24
"4395","Midland","2002","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",5.45
"4396","West","2002","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",4.63
"4397","Southern and Eastern","2002","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",39.68
"4398","Mid-West","2002","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",4.85
"4399","South-East","2002","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",11.43
"4400","South-West","2002","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",12.9
"4401","State","2003","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",68
"4402","Dublin plus Mid East","2003","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",11.41
"4403","Border, Midland and Western","2003","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",23.8
"4404","Border","2003","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",12.37
"4405","Midland","2003","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",6.33
"4406","West","2003","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",5.1
"4407","Southern and Eastern","2003","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",44.2
"4408","Mid-West","2003","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",4.95
"4409","South-East","2003","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",13.03
"4410","South-West","2003","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",14.82
"4411","State","2004","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",83
"4412","Dublin plus Mid East","2004","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",13.95
"4413","Border, Midland and Western","2004","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",29.14
"4414","Border","2004","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",15.62
"4415","Midland","2004","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",7.66
"4416","West","2004","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",5.87
"4417","Southern and Eastern","2004","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",53.86
"4418","Mid-West","2004","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",6.22
"4419","South-East","2004","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",15.29
"4420","South-West","2004","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",18.4
"4421","State","2005","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",91
"4422","Dublin plus Mid East","2005","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",13.39
"4423","Border, Midland and Western","2005","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",32.2
"4424","Border","2005","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",16.81
"4425","Midland","2005","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",9.21
"4426","West","2005","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",6.17
"4427","Southern and Eastern","2005","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",58.8
"4428","Mid-West","2005","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",7.13
"4429","South-East","2005","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",16.49
"4430","South-West","2005","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",21.8
"4431","State","2006","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",110
"4432","Dublin plus Mid East","2006","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",16.31
"4433","Border, Midland and Western","2006","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",39.7
"4434","Border","2006","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",20.2
"4435","Midland","2006","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",12.26
"4436","West","2006","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",7.24
"4437","Southern and Eastern","2006","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",70.3
"4438","Mid-West","2006","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",9.51
"4439","South-East","2006","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",19.59
"4440","South-West","2006","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",24.9
"4441","State","2007","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",108
"4442","Dublin plus Mid East","2007","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",18.04
"4443","Border, Midland and Western","2007","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",38.08
"4444","Border","2007","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",18.28
"4445","Midland","2007","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",13.49
"4446","West","2007","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",6.31
"4447","Southern and Eastern","2007","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",69.92
"4448","Mid-West","2007","Intermediate Consumption - Financial Intermediation Services Indirectly Measured (FISIM) (Euro Million)",9.16
